nominal_head_form,nominal_head_upos,nominal_head_deprel,head_is_plural,modifier_is_plural,nominal_head_ī,nominal_head_consonant_ending,modifier_consonant_ending,modifier_form,modifier_upos,modifier_deprel,distance,position,np_depth,num_dependents_head,num_dependents_modifier,has_anchor_dependent,modifier_is_propn,ezafe_label,relative_position_in_sent,head_feats,modifier_feats,nmod_count,amod_count,ezafe_like_lemma_between
kišwarīgān,NOUN,nmod,1,0,0,1,1,wištāspšāh,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
nigēz,NOUN,nmod,0,0,0,1,1,wehdēn,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,1,0,0
čihr,NOUN,nsubj,0,0,0,1,1,wehdēn,NOUN,nmod,0,2,4,4,0,0,0,0,0.16666666666666666,False,False,1,0,0
padīruftār,NOUN,conj,0,0,0,1,1,=š,PRON,nmod,0,2,3,4,0,0,0,0,0.0,True,False,2,1,0
padīruftār,NOUN,conj,0,0,0,1,1,fradom,ADV,amod,0,1,3,4,1,0,0,1,0.0,True,False,2,1,0
padīruftār,NOUN,conj,0,0,0,1,0,mēnōy,NOUN,nmod,2,1,3,4,2,0,0,0,0.0,True,False,2,1,0
zarduxšt,PROPN,nmod,0,0,0,1,1,yaštfrawahr,NOUN,amod,0,2,1,2,0,0,0,0,0.0,False,False,0,1,0
nihang,NOUN,conj,0,0,0,1,1,gōwišn,NOUN,nmod,2,1,3,4,3,0,0,0,0.0,False,True,1,0,1
gōwišn,NOUN,nmod,0,1,0,1,1,=šān,PRON,nmod,3,2,2,3,0,0,0,0,0.0,True,False,1,0,1
dēn,NOUN,nmod,0,0,0,1,1,mazdēsn,ADJ,amod,0,1,1,1,0,0,0,0,0.0,False,False,0,1,0
čihr,NOUN,nsubj,0,0,0,1,1,wehdēn,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
xēm,NOUN,csubj,0,0,0,1,1,ohrmazd,PROPN,nmod,0,2,2,3,0,0,1,0,0.0,False,False,1,0,0
dahišn,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,1.0,True,False,1,0,0
dām,NOUN,nmod,0,0,0,1,1,fradom,ADV,amod,0,2,2,2,1,0,0,1,0.0,False,False,1,1,0
dām,NOUN,nmod,0,0,0,1,1,wahman,PROPN,nmod,0,1,2,2,1,0,1,0,0.0,False,False,1,1,0
wahman,PROPN,nmod,0,0,0,1,1,amahraspand,PROPN,nmod,0,1,1,1,0,0,1,0,0.0,False,False,1,0,0
rawāgīh,NOUN,nsubj,0,0,0,1,0,mēnōyīhā,ADV,nmod,1,1,5,2,2,0,0,0,1.0,False,False,2,0,0
rawāgīh,NOUN,nsubj,0,1,0,1,1,amahraspandān,NOUN,nmod,3,1,5,2,3,0,0,0,1.0,False,False,2,0,0
yazadān,NOUN,conj:nmod,1,1,0,1,1,mēnōyān,NOUN,amod,0,2,1,1,0,0,0,0,0.0,False,False,0,1,0
gayōmard,PROPN,nmod,0,0,0,1,1,mard,NOUN,appos,1,1,2,2,2,0,0,1,0.0,False,False,0,0,0
mard,NOUN,appos,0,0,0,1,1,fradom,ADV,amod,0,2,1,2,0,0,0,0,0.0,False,False,0,1,0
ohrmazd,PROPN,nmod,0,0,0,1,1,dādār,NOUN,nmod,0,2,1,3,0,0,0,0,0.0,False,True,1,0,0
wizārdārīh,NOUN,nsubj,0,0,0,1,1,zamānag,NOUN,nmod,2,1,4,2,3,0,0,1,1.0,False,False,1,0,0
wānīdārīh,NOUN,conj,0,0,0,1,1,=iš,PRON,nmod,0,2,3,3,1,0,0,0,0.0,False,False,2,0,0
wānīdārīh,NOUN,conj,0,0,0,1,1,druz,NOUN,nmod,0,1,3,3,3,0,0,1,0.0,False,False,2,0,0
druz,NOUN,nmod,0,0,0,1,1,zamānag,NOUN,nmod,1,1,2,3,2,0,0,1,0.0,False,False,1,0,0
hammōg,NOUN,obl,0,0,0,1,1,dādār,NOUN,nmod,0,2,1,2,0,0,0,0,0.5,False,True,1,0,0
dēn,NOUN,nmod,0,0,0,1,1,ohrmazd,PROPN,nmod,0,2,2,2,1,1,1,1,0.0,False,False,1,0,0
gōwišn,NOUN,obl,0,0,0,1,1,dēn,NOUN,nmod,0,2,3,2,2,0,0,0,0.75,True,False,1,0,0
paydāgīh,NOUN,obl,0,0,0,1,1,wehdēn,NOUN,nmod,0,2,1,2,0,0,0,0,0.5,False,False,1,0,0
dahišnīh,NOUN,nsubj,0,0,0,1,1,spās,NOUN,nmod,0,1,4,1,2,0,0,1,1.0,True,False,1,0,0
spās,NOUN,nmod,0,0,0,1,1,bawēnīdār,NOUN,nmod,1,1,3,2,4,0,0,1,0.0,False,True,1,0,0
bawēnīdār,NOUN,nmod,0,0,0,1,0,ōy,PRON,nmod,0,2,2,4,1,0,0,1,0.0,True,False,1,0,0
bawēnīdār,NOUN,nmod,0,0,0,1,0,spennāgmēnōy,NOUN,appos,2,1,2,4,0,0,0,0,0.0,True,False,1,0,0
dahišn,NOUN,conj,0,0,0,1,1,ohrmazd,PROPN,nmod,0,2,1,3,0,0,1,0,0.0,True,False,1,0,0
bōxtagīh,NOUN,nmod,0,0,0,1,1,čār,NOUN,nmod,0,1,3,2,2,0,0,1,0.0,False,True,1,0,0
čār,NOUN,nmod,0,0,0,1,1,mardōm,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,True,False,1,0,0
kunišn,NOUN,nmod,0,0,0,1,1,gaiiąn,NOUN,nmod,0,2,1,1,0,0,0,0,0.0,True,False,1,0,0
axwān,NOUN,dislocated:topic,0,0,0,1,1,mardōm,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,1,0,0
mardōmān,NOUN,obl,1,0,0,1,1,paywand,NOUN,nmod,1,1,3,1,2,0,0,0,0.3333333333333333,False,False,1,0,0
paywand,NOUN,nmod,0,0,0,1,1,gayōmard,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,1,0,0
ēn,PRON,nsubj,0,0,0,1,1,tis,NOUN,nmod,1,2,4,2,1,0,0,0,0.6666666666666666,False,False,1,0,1
kunišn,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.5,True,False,1,0,0
hamēstār,NOUN,obj,0,0,0,1,1,druz,NOUN,nmod,0,1,2,3,0,1,0,0,1.0,True,False,1,0,0
=tān,PRON,obl,1,0,0,1,1,ēk,NUM,nmod,1,1,2,1,1,0,0,0,0.5,False,False,1,0,0
druz,NOUN,nmod,0,0,0,1,1,hamēstār,NOUN,nmod,0,2,2,1,1,0,0,0,0.0,False,True,1,0,0
apetyāragīh,NOUN,nsubj,0,0,0,1,1,dām,NOUN,nmod,2,1,3,2,0,0,0,0,1.0,False,False,1,0,0
abēzagīh,NOUN,conj,0,0,0,1,1,ēbgad,NOUN,nmod,2,1,2,2,1,0,0,0,0.0,False,False,1,0,0
gōwišnīh,NOUN,obl,0,0,0,1,1,arežuxt,ADJ,nmod,0,1,2,3,1,0,0,0,0.5,True,False,1,0,0
huaxwīh,NOUN,obl,0,1,0,1,1,amahraspandān,NOUN,nmod,0,2,2,4,1,1,0,1,1.0,False,False,1,1,0
huaxwīh,NOUN,obl,0,0,0,1,1,garōdmānīg,ADJ,amod,2,1,2,4,1,1,0,0,1.0,False,False,1,1,0
zamān,NOUN,obl,0,0,0,1,1,zamānag,NOUN,nmod,0,1,2,3,0,0,0,0,0.4,False,False,2,0,0
zamān,NOUN,obl,0,0,0,1,1,zarduxšt,PROPN,nmod,4,1,2,3,4,0,1,1,0.4,False,False,2,0,0
zarduxšt,PROPN,nmod,0,0,0,1,1,yaštfrawahr,NOUN,amod,1,2,1,4,0,0,0,0,0.0,False,False,1,1,0
zarduxšt,PROPN,nmod,0,0,0,1,1,spitāmān,PROPN,nmod,0,2,1,4,0,0,1,0,0.0,False,False,1,1,0
bahr,NOUN,dislocated,0,0,0,1,1,=iš,PRON,nmod,1,1,2,1,1,0,0,0,0.0,False,False,1,0,0
kunišnbōzišn,NOUN,conj,0,0,0,1,1,mardōm,NOUN,nmod,0,1,3,2,2,0,0,1,0.0,True,False,1,0,0
mardōm,NOUN,nmod,0,0,0,1,1,āwām,NOUN,nmod,1,1,2,2,2,0,0,1,0.0,False,False,1,0,0
hampursagīh,NOUN,dislocated,0,0,0,1,1,dādār,NOUN,nmod,1,1,3,4,2,0,0,1,0.0,False,True,1,0,0
abarburdārīh,NOUN,conj,0,0,0,1,1,waxš,NOUN,nmod,0,2,2,6,0,0,0,0,0.0,False,False,4,0,0
abarburdārīh,NOUN,conj,0,0,0,1,1,abardarīg,ADJ,nmod,0,1,2,6,1,0,0,1,0.0,False,False,4,0,0
abarburdārīh,NOUN,conj,0,0,0,1,1,framān,NOUN,nmod,3,1,2,6,2,0,0,0,0.0,False,False,4,0,0
abarburdārīh,NOUN,conj,0,1,0,1,1,yazadān,NOUN,nmod,5,1,2,6,1,0,0,0,0.0,False,False,4,0,0
framān,NOUN,nmod,0,0,0,1,1,dādār,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,True,1,0,0
nām,NOUN,nsubj,0,0,0,1,1,parwastag,ADJ,amod,0,1,4,1,1,0,0,0,1.0,False,True,0,1,0
gayōmard,PROPN,obl,0,0,0,1,1,widard,ADJ,amod,0,2,1,2,0,0,0,0,0.2,False,True,0,1,0
mašī,PROPN,dislocated:topic,0,0,0,0,1,zahag,NOUN,nmod,4,1,3,4,2,0,0,0,0.0,False,False,1,0,0
zahag,NOUN,nmod,0,0,0,1,1,gayōmard,PROPN,nmod,1,2,2,2,1,0,1,1,0.0,False,False,1,1,0
zahag,NOUN,nmod,0,0,0,1,1,fradom,ADV,amod,0,2,2,2,0,0,0,0,0.0,False,False,1,1,0
gōwišn,NOUN,obl,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,2,2,1,0,1,1,0.4,True,False,1,0,0
pid,NOUN,conj,0,0,0,1,1,pid,NOUN,nmod,0,1,3,3,1,0,0,1,0.0,False,False,2,0,0
pid,NOUN,conj,0,0,0,1,1,astōmand,ADJ,nmod,3,1,3,3,3,0,0,1,0.0,False,False,2,0,0
ašmāh,PRON,nsubj,1,0,0,1,1,mard,NOUN,appos,0,1,1,1,0,0,0,0,0.16666666666666666,False,False,0,0,0
dārišn,NOUN,obj,0,0,0,1,1,bowandagmenišnīh,NOUN,nmod,0,2,1,1,0,0,0,0,0.6666666666666666,True,True,1,0,0
dādārīh,NOUN,obj,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,1,1,0,0,1,0,0.6666666666666666,False,False,1,0,0
kām,NOUN,obj,0,0,0,1,1,dādār,NOUN,nmod,0,1,2,1,1,0,0,1,0.6666666666666666,False,True,1,0,0
kār,NOUN,obj,0,0,0,1,1,gēhānsūd,ADJ,amod,0,1,2,2,1,0,0,1,1.0,True,False,0,1,0
paywandišn,NOUN,obl,0,0,0,1,1,zāyišn,NOUN,nmod,0,2,2,3,0,0,0,0,0.6666666666666666,False,True,1,0,0
dahišnān,NOUN,obl,1,0,0,1,1,gēhān,NOUN,nmod,0,2,1,3,0,0,0,0,1.0,True,False,1,0,0
kirbagān,NOUN,nmod,1,0,0,1,1,mardōm,NOUN,nmod,0,2,1,3,0,0,0,0,0.0,False,False,1,1,0
kirbagān,NOUN,nmod,1,0,0,1,1,pahlom,ADJ,amod,0,1,1,3,0,0,0,0,0.0,False,False,1,1,0
gōwišnīh,NOUN,obl,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,4,3,0,0,1,0,0.14285714285714285,True,False,1,0,0
abzār,NOUN,conj,0,1,0,1,1,awēšān,PRON,nmod,0,2,2,4,0,0,0,0,0.0,True,False,1,0,0
hadiš,PROPN,obl,0,0,0,1,1,ēk,NOUN,appos,3,1,5,2,1,0,0,0,0.5,False,False,0,0,0
ēk,NOUN,appos,0,1,0,1,1,yazadān,NOUN,nmod,1,1,4,1,2,0,0,0,0.0,False,False,1,0,0
yazadān,NOUN,nmod,1,0,0,1,1,abararzānīg,ADJ,amod,2,2,3,2,1,0,0,0,0.0,False,False,0,1,0
hadiš,PROPN,nsubj,0,0,0,1,1,abararzānīg,ADJ,amod,2,1,3,1,2,0,0,1,0.75,False,False,0,1,0
ǰōrdā,NOUN,nmod,0,0,0,0,0,ōy,PRON,nmod,0,2,3,3,0,0,0,0,0.0,False,False,2,0,0
ǰōrdā,NOUN,nmod,0,0,0,0,0,mašī,PROPN,nmod,2,1,3,3,2,0,1,0,0.0,False,False,2,0,0
nān,NOUN,obj,0,0,0,1,0,ǰōrdā,NOUN,nmod,0,2,4,2,3,1,0,1,1.0,False,False,1,0,0
paywandān,NOUN,obl,1,1,0,1,1,ašmāh,PRON,nmod,0,1,2,2,1,0,0,1,0.8,False,False,1,0,0
apetyārgārīh,NOUN,obl,0,1,0,1,1,dēwān,NOUN,nmod,1,1,2,2,2,0,0,1,0.3333333333333333,False,False,1,0,0
abāzēstišnīh,NOUN,obl,0,0,0,1,0,dēw,NOUN,nmod,0,1,3,2,1,0,0,0,1.0,True,False,1,0,0
had,PROPN,nsubj,0,0,0,1,1,abararzānīg,ADJ,amod,2,1,3,1,1,0,0,0,0.5,False,False,0,1,0
nān,NOUN,obj,0,0,0,1,0,ǰōrdā,NOUN,nmod,0,2,2,2,2,1,0,1,0.5,False,False,1,0,0
amahraspandān,NOUN,obl,1,0,0,1,1,ohrmazd,PROPN,nmod,1,1,2,2,2,0,1,0,0.25,False,False,1,0,0
paywandān,NOUN,obl,1,1,0,1,1,ašmāh,PRON,nmod,0,1,2,2,1,0,0,1,1.0,False,False,1,0,0
apetyārgārīh,NOUN,obl,0,1,0,1,1,dēwān,NOUN,nmod,1,1,2,2,2,0,0,1,0.25,False,False,1,0,0
abāzēstišnīh,NOUN,obl,0,0,0,1,0,dēw,NOUN,nmod,0,1,2,2,2,0,0,1,1.0,True,False,1,0,0
nigēzišn,NOUN,obl,0,1,0,1,1,yazadān,NOUN,nmod,0,2,1,2,0,0,0,0,0.25,True,False,1,0,0
pēšīgān,NOUN,acl:relcl,1,0,0,1,1,warzīgarīh,NOUN,nmod,1,2,2,3,1,0,0,0,0.0,False,False,1,0,0
kirrōg,NOUN,nsubj,0,1,0,1,1,=išān,PRON,nmod,0,1,1,1,0,0,0,0,1.0,False,False,1,0,0
pēšagān,NOUN,nmod,1,1,0,1,1,pēšagān,NOUN,nmod,1,1,2,2,1,0,0,0,0.0,False,False,1,0,0
purrīh,NOUN,obl,0,1,0,1,1,pēšagān,NOUN,nmod,2,2,3,1,2,0,0,0,1.0,False,False,1,0,0
sāmag,PROPN,obl,0,0,0,1,1,pus,NOUN,nmod,1,1,3,3,1,0,0,0,1.0,False,False,1,0,0
pus,NOUN,nmod,0,1,0,1,1,awēšān,PRON,nmod,0,2,2,1,1,0,0,1,0.0,False,False,1,0,0
kišwar,NOUN,obl,0,0,0,1,1,gēhān,NOUN,nmod,4,1,2,5,1,0,0,1,0.4,False,False,1,0,0
wāygard,PROPN,obl,0,0,0,1,1,hōšang,PROPN,nmod,0,1,3,2,2,0,1,1,0.6666666666666666,False,False,1,0,0
hōšang,PROPN,nmod,0,0,0,1,1,pēšdād,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,1,0,0
winnārdan,NOUN,obl,0,0,0,1,1,gēhān,NOUN,nmod,1,1,3,4,2,0,0,1,1.0,True,False,3,0,0
winnārdan,NOUN,obl,0,0,0,1,1,dād,NOUN,nmod,2,1,3,4,0,0,0,0,1.0,True,False,3,0,0
winnārdan,NOUN,obl,0,0,0,1,1,warzīdārīh,NOUN,nmod,5,1,3,4,3,0,0,0,1.0,True,False,3,0,0
warzīdārīh,NOUN,nmod,0,0,0,1,1,dehgānīh,NOUN,nmod,1,2,2,3,1,0,0,1,0.0,False,False,2,0,0
warzīdārīh,NOUN,nmod,0,0,0,1,1,gēhān,NOUN,nmod,0,2,2,3,0,0,0,0,0.0,False,False,2,0,0
pānagīh,NOUN,conj:nmod,0,0,0,1,1,dahibedīh,NOUN,nmod,1,2,1,3,0,0,0,0,0.0,False,False,2,0,0
pānagīh,NOUN,conj:nmod,0,0,0,1,1,gēhān,NOUN,nmod,0,2,1,3,0,0,0,0,0.0,False,False,2,0,0
warzīdārīh,NOUN,obj,0,0,0,1,1,dahibedīh,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
gēhān,NOUN,nsubj,0,0,0,1,1,rawāgīh,NOUN,nmod,1,1,3,1,2,0,0,0,1.0,False,False,1,0,0
dād,NOUN,acl,0,0,0,1,1,dēn,NOUN,nmod,0,2,2,2,0,0,0,0,0.0,False,False,2,0,0
dād,NOUN,acl,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,2,0,0
dēw,NOUN,nmod,0,0,0,0,1,māzan,NOUN,nmod,0,2,2,2,1,1,0,1,0.0,False,False,1,0,0
hammōxtšudag,NOUN,nmod,0,0,0,1,1,xešm,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,True,False,1,0,0
tahmōrub,PROPN,obl,0,0,0,1,1,zēnāwend,ADJ,amod,0,1,2,2,1,0,0,1,1.0,False,False,0,1,0
dēw,NOUN,obj,0,0,0,0,1,wadag,NOUN,amod,2,1,2,4,1,0,0,1,1.0,False,True,0,1,0
niyāyišn,NOUN,obj,0,0,0,1,1,dādār,NOUN,nmod,2,1,2,2,1,0,0,1,1.0,True,True,1,0,0
gannāgmēnōy,PROPN,obj,0,0,0,0,1,frāzwašt,ADJ,amod,0,1,3,1,1,0,0,0,0.6666666666666666,False,False,0,1,0
hampursagīh,NOUN,obl,0,0,0,1,1,ohrmazd,PROPN,nmod,0,2,2,3,1,1,1,1,0.6666666666666666,False,False,1,0,0
ǰamšēd,PROPN,obl,0,0,0,1,1,wīwanghānān,PROPN,nmod,0,1,2,2,1,0,1,1,1.0,False,False,1,0,0
pēšag,NOUN,obl,0,0,0,1,1,dēn,NOUN,nmod,0,1,2,3,1,0,0,1,0.6666666666666666,False,False,1,0,0
ōz,NOUN,obl,0,0,0,1,1,paymān,NOUN,nmod,0,2,1,2,0,0,0,0,0.5,False,False,1,0,0
gōwišn,NOUN,obl,0,0,0,1,1,ohrmazd,PROPN,nmod,1,1,2,3,2,0,1,1,0.5,True,False,2,0,0
gōwišn,NOUN,obl,0,0,0,1,1,ǰam,PROPN,nmod,3,1,2,3,1,0,1,0,0.5,True,False,2,0,0
ohrmazd,PROPN,nmod,0,0,0,1,1,dādār,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,True,1,0,0
gēhān,NOUN,obj,0,0,0,1,1,man,PRON,nmod,0,2,2,2,1,1,0,1,1.0,False,False,1,0,0
marag,NOUN,xcomp,0,0,0,1,1,wēš,ADV,amod,0,1,1,1,0,0,0,0,0.0,False,False,0,1,0
gēhān,NOUN,obj,0,0,0,1,1,man,PRON,nmod,0,2,2,2,1,1,0,1,1.0,False,False,1,0,0
srāyišn,NOUN,obj,0,0,0,1,1,gēhān,NOUN,nmod,0,2,2,4,0,0,0,0,0.3333333333333333,True,False,1,0,0
rēš,NOUN,obj,0,0,0,1,1,did,ADJ,amod,0,2,2,3,0,0,0,0,0.8333333333333334,False,False,0,1,0
xwarrah,NOUN,obl,0,0,0,1,1,ham,ADJ,amod,0,2,1,2,0,0,0,0,0.5,False,False,0,1,0
xwadāyīh,NOUN,obl,0,0,0,1,0,ōy,PRON,nmod,0,2,2,3,1,1,0,1,0.6666666666666666,False,False,1,0,0
xwadāyīh,NOUN,obj,0,0,0,1,1,amarg,ADJ,amod,0,1,3,4,0,0,0,0,1.0,False,False,1,1,0
xwadāyīh,NOUN,obj,0,0,0,1,1,pah,NOUN,nmod,1,1,3,4,1,0,0,0,1.0,False,False,1,1,0
ahušišn,NOUN,conj,0,0,0,1,1,āb,NOUN,nmod,0,1,2,2,1,0,0,0,0.0,True,False,1,0,0
anabesīhišn,NOUN,conj,0,1,0,1,1,xwarišnxwarān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,True,False,1,0,0
framān,NOUN,obl,0,0,0,1,1,dādār,NOUN,nmod,1,2,3,4,0,0,0,0,0.6666666666666666,False,True,2,1,0
framān,NOUN,obl,0,0,0,1,1,wisp,DET,amod,0,2,3,4,0,0,0,0,0.6666666666666666,False,False,2,1,0
framān,NOUN,obl,0,0,0,1,1,pādan,NOUN,nmod,1,1,3,4,4,0,0,0,0.6666666666666666,False,True,2,1,0
pādan,NOUN,nmod,0,0,0,1,1,dām,NOUN,nmod,0,1,2,4,1,0,0,1,0.0,True,False,3,0,0
pādan,NOUN,nmod,0,0,0,1,1,abesīhišn,NOUN,nmod,2,1,2,4,1,0,0,0,0.0,True,True,3,0,0
pādan,NOUN,nmod,0,0,0,1,1,zamestān,NOUN,nmod,5,1,2,4,2,0,0,0,0.0,True,False,3,0,0
zamestān,NOUN,nmod,0,0,0,1,1,malkūsān,ADJ,amod,0,2,1,2,0,0,0,0,0.0,False,False,0,1,0
war,NOUN,obj,0,0,0,1,1,ǰamkird,ADJ,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
abdīh,NOUN,nsubj,0,0,0,1,1,was,ADV,amod,0,2,1,3,0,0,0,0,1.0,False,False,0,1,0
framān,NOUN,obl,0,0,0,1,1,dādār,NOUN,nmod,0,2,1,2,0,0,0,0,0.2857142857142857,False,True,1,0,0
frēdōn,PROPN,obl,0,0,0,1,1,āspiyānān,PROPN,nmod,0,1,2,2,1,0,1,1,0.42857142857142855,False,False,1,0,0
uruspar,NOUN,obl,0,0,0,1,1,burdār,ADJ,nmod,0,2,1,2,0,0,0,0,0.5714285714285714,False,True,1,0,0
bahr,NOUN,obl,0,0,0,1,1,wāstaryōšīh,NOUN,nmod,0,2,3,3,0,0,0,0,0.7142857142857143,False,False,2,0,0
bahr,NOUN,obl,0,0,0,1,1,pēšag,NOUN,nmod,1,1,3,3,1,0,0,0,0.7142857142857143,False,False,2,0,0
pēšag,NOUN,nmod,0,0,0,1,1,dēn,NOUN,nmod,0,2,2,1,1,0,0,1,0.0,False,False,1,0,0
baxšišn,NOUN,obl,0,0,0,1,1,xwarrah,NOUN,nmod,3,1,3,2,4,0,0,1,0.8571428571428571,True,False,1,0,0
xwarrah,NOUN,nmod,0,0,0,1,1,ǰam,PROPN,nmod,0,2,2,4,1,1,1,1,0.0,False,False,1,0,0
uruspar,NOUN,obl,0,0,0,1,1,burdār,ADJ,nmod,0,2,1,2,0,0,0,0,1.0,False,True,1,0,0
druz,NOUN,obj,0,0,0,1,1,wasōz,ADJ,amod,0,2,1,2,0,1,0,0,1.0,False,False,0,1,0
zanišn,NOUN,obl,0,0,0,1,0,ōy,PRON,nmod,0,2,2,3,1,1,0,1,1.0,True,False,1,0,0
māzandarān,PROPN,obj,1,0,0,1,1,mādayān,ADJ,amod,0,1,1,1,0,0,0,0,1.0,False,False,0,1,0
wizend,NOUN,obl,0,1,0,1,1,awēšān,PRON,nmod,0,2,2,3,1,1,0,1,0.5,False,False,1,0,0
kišwar,NOUN,obl,0,0,0,1,1,xwaniras,PROPN,nmod,0,1,2,2,1,0,1,1,1.0,False,False,1,0,0
kišwar,NOUN,obj,0,0,0,1,1,xwaniras,PROPN,nmod,0,2,1,1,0,0,1,0,0.5,False,False,1,0,0
wāstaryōšīh,NOUN,obl,0,0,0,1,1,dēn,NOUN,nmod,0,1,2,2,1,0,0,1,0.6666666666666666,False,False,1,0,0
gēhānsūdgarīh,NOUN,obj,0,0,0,1,1,abd,ADJ,amod,0,2,1,1,0,0,0,0,1.0,False,False,0,1,0
zīndagīh,NOUN,obl,0,0,0,1,1,frēdōn,PROPN,nmod,0,2,1,2,0,0,1,0,0.3333333333333333,False,False,1,0,0
ēriǰ,PROPN,obl,0,0,0,1,1,frēdōnān,PROPN,nmod,0,1,2,2,1,0,1,1,0.6666666666666666,False,False,1,0,0
abarbarišnīh,NOUN,obl,0,0,0,1,1,waxš,NOUN,nmod,2,2,2,2,0,0,0,0,1.0,True,False,2,0,0
abarbarišnīh,NOUN,obl,0,0,0,1,1,dādār,NOUN,nmod,0,2,2,2,1,0,0,0,1.0,True,True,2,0,0
dād,NOUN,obj,0,0,0,1,1,ērīh,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
yān,NOUN,obj,0,0,0,1,1,pahlom,ADJ,amod,0,2,2,2,1,1,0,1,0.5,False,False,0,1,0
xwāyišn,NOUN,obl,0,0,0,1,1,pid,NOUN,nmod,1,1,3,2,3,0,0,1,1.0,False,False,1,0,0
āfrīn,NOUN,obl,0,0,0,1,1,frēdōn,PROPN,nmod,0,1,2,2,1,0,1,1,1.0,False,False,1,0,0
wihēz,NOUN,obl,0,0,0,1,1,frēdōn,PROPN,nmod,0,1,2,2,1,0,1,1,0.6666666666666666,False,False,1,0,0
nērōsang,PROPN,obl,0,0,0,1,1,yazad,NOUN,appos,0,1,1,2,0,0,0,0,0.5,False,False,0,0,0
tōhmag,NOUN,acl:relcl,0,0,0,1,1,ēriǰān,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,1,0,0
mānūšcihr,PROPN,obl,0,0,0,1,1,dahībed,NOUN,appos,1,1,3,2,1,0,0,0,1.0,False,False,0,0,0
dahībed,NOUN,appos,0,0,0,1,1,ērān,PROPN,nmod,0,2,2,1,1,0,1,1,0.0,False,False,1,0,0
kār,NOUN,obj,0,0,0,1,1,was,ADV,amod,1,2,1,2,0,0,0,0,1.0,True,False,0,2,0
kār,NOUN,obj,0,0,0,1,1,abdkird,ADJ,amod,0,2,1,2,0,0,0,0,1.0,True,False,0,2,0
kēn,NOUN,obl,0,0,0,1,1,ēriǰ,PROPN,nmod,0,2,2,3,1,1,1,1,1.0,False,False,1,0,0
xwadāyīh,NOUN,obj,0,1,0,1,1,ērān,PROPN,nmod,0,1,2,1,1,0,1,1,1.0,False,False,1,0,0
deh,NOUN,obj,0,0,0,1,1,ēr,PROPN,nmod,0,2,1,1,0,0,1,0,0.5,False,False,1,0,0
uzaw,PROPN,obl,0,0,0,0,1,tōmāspān,PROPN,nmod,0,1,4,3,1,0,1,1,1.0,False,False,2,0,0
uzaw,PROPN,obl,0,0,0,0,1,nāf,NOUN,nmod,4,1,4,3,1,0,0,0,1.0,False,False,2,0,0
manuščihr,PROPN,nmod,0,0,0,1,1,dahībed,NOUN,nmod,1,1,2,2,2,0,0,1,0.0,False,False,1,0,0
dahībed,NOUN,nmod,0,1,0,1,1,ērān,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,1,0,0
nāf,NOUN,nmod,0,0,0,1,1,manuščihr,PROPN,nmod,2,2,3,1,2,0,1,1,0.0,False,False,1,0,0
dehān,NOUN,obl,1,1,0,1,1,ērān,PROPN,nmod,0,2,1,2,0,0,1,0,0.75,False,False,1,0,0
zadan,NOUN,obl,0,0,0,1,1,anērān,PROPN,nmod,0,1,3,4,1,0,1,1,1.0,True,False,1,0,0
biyāwārēnīdan,NOUN,conj,0,0,0,1,1,ērānšahr,PROPN,nmod,1,1,2,1,2,0,1,1,0.0,True,False,1,0,0
dahīg,PROPN,obj,0,0,1,1,1,ērānšahr,PROPN,nmod,1,2,4,4,0,0,1,0,0.5,False,False,3,0,0
dahīg,PROPN,obj,0,0,1,1,1,anāgēnīdār,NOUN,nmod,0,2,4,4,0,0,0,0,0.5,False,True,3,0,0
dahīg,PROPN,obj,0,0,1,1,1,ǰādūg,NOUN,nmod,0,1,4,4,0,0,0,0,0.5,False,False,3,0,0
frangrasyāg,PROPN,obj,0,0,0,1,1,tūr,PROPN,nmod,0,1,2,1,1,0,1,1,1.0,False,False,1,0,0
