nominal_head_form,nominal_head_upos,nominal_head_deprel,head_is_plural,modifier_is_plural,nominal_head_ī,nominal_head_consonant_ending,modifier_consonant_ending,modifier_form,modifier_upos,modifier_deprel,distance,position,np_depth,num_dependents_head,num_dependents_modifier,has_anchor_dependent,modifier_is_propn,ezafe_label,relative_position_in_sent,head_feats,modifier_feats,nmod_count,amod_count,ezafe_like_lemma_between
nām,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.16666666666666666,False,False,1,0,0
wizārišn,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.3333333333333333,True,False,1,0,0
frawahr,NOUN,nsubj,0,1,0,1,1,mardōmān,NOUN,nmod,0,1,2,1,1,0,0,1,0.8333333333333334,False,False,1,0,0
nām,NOUN,dislocated:topic,0,0,0,1,1,rōz,NOUN,nmod,2,1,3,1,4,0,0,1,0.0,False,False,1,0,0
rōz,NOUN,nmod,0,0,0,1,1,truftag,ADJ,amod,0,1,2,4,1,1,0,1,0.0,False,True,0,1,0
gāh,NOUN,csubj,0,0,0,1,1,gāhānīg,ADJ,amod,0,1,2,3,1,0,0,1,0.0,False,False,0,1,0
panǰag,NOUN,xcomp,0,0,0,1,1,weh,ADJ,amod,0,1,2,1,1,0,0,1,0.0,False,False,0,1,0
gāh,NOUN,conj:nmod,0,0,0,1,1,uštawayt,PROPN,nmod,0,2,1,1,0,0,1,0,0.0,False,False,1,0,0
gāh,NOUN,conj:nmod,0,0,0,1,1,spantamat,PROPN,nmod,0,2,1,1,0,0,1,0,0.0,False,False,1,0,0
gāh,NOUN,conj:nmod,0,0,0,1,1,wohušahr,PROPN,nmod,0,2,1,1,0,0,1,0,0.0,False,False,1,0,0
gāh,NOUN,conj:nmod,0,0,0,1,1,wahištōyšt,PROPN,nmod,0,2,1,1,0,0,1,0,0.0,False,False,1,0,0
nām,NOUN,nsubj,0,1,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
nām,NOUN,nsubj,0,0,0,1,1,māhīgān,NOUN,nmod,0,2,2,2,2,1,0,1,1.0,False,False,1,0,0
māh,NOUN,appos,0,0,0,1,1,frawardīn,PROPN,flat,0,1,2,12,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,ordohišt,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,hordad,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,tīr,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,amurdad,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,šahrewar,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,mihr,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,ābān,PROPN,flat,0,1,1,2,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,ādur,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,0,day,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,wahman,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
māh,NOUN,conj:appos,0,0,0,1,1,spandarmad,PROPN,flat,0,1,1,1,0,0,1,0,0.0,False,False,0,0,0
čiyōnīh,NOUN,obj,0,1,0,1,1,=šān,PRON,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
stārān,NOUN,obj,1,1,0,1,1,axtarīgān,ADJ,amod,0,1,3,3,2,0,0,1,0.6666666666666666,True,False,0,1,0
starān,NOUN,obj,1,0,0,1,1,axtarīg,ADJ,amod,0,1,1,1,0,0,0,0,0.3333333333333333,False,False,0,1,0
nām,NOUN,nsubj,0,1,0,1,1,=šān,PRON,nmod,0,2,1,1,0,0,0,0,0.6666666666666666,False,False,1,0,0
hambišnīh,NOUN,nsubj,0,1,0,1,1,=šān,PRON,nmod,0,2,1,1,0,0,0,0,0.8333333333333334,True,False,1,0,0
xwurdag,NOUN,acl:relcl,0,0,0,1,1,āmārišn,NOUN,nmod,0,1,3,5,1,0,0,1,0.0,True,True,1,0,0
nām,NOUN,nsubj,0,1,0,1,1,=šān,PRON,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
bundahišnān,NOUN,obj,1,0,0,1,0,gētī,NOUN,nmod,1,1,3,2,1,0,0,1,0.2222222222222222,False,False,1,0,0
hamēmāl,NOUN,obl,0,0,0,1,1,xwēš,PRON,amod,0,1,2,2,1,0,0,1,0.6666666666666666,False,False,0,1,0
stārag,NOUN,obj,0,0,0,1,1,amar,ADJ,amod,0,2,2,3,0,0,0,0,0.25,False,False,0,2,0
stārag,NOUN,obj,0,0,0,1,1,nāmčištīg,ADJ,amod,0,1,2,3,1,0,0,1,0.25,False,False,0,2,0
spāhbed,NOUN,ccomp,0,0,0,1,1,xwarāsān,NOUN,nmod,0,2,6,7,0,0,0,0,0.0,False,False,1,0,0
spāhbed,NOUN,conj,0,0,0,1,1,nēmrōz,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
spāhbed,NOUN,conj,0,0,0,1,1,xwarnifrān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
spāhbed,NOUN,conj,0,0,0,1,1,abāxtar,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
mēx,PROPN,nsubj,0,0,0,1,1,gāh,NOUN,flat,0,1,4,2,0,0,0,0,0.8333333333333334,False,False,0,0,0
mēx,PROPN,obj,0,0,0,1,1,asemān,NOUN,nmod,1,1,2,1,1,0,0,0,1.0,False,False,1,0,0
spāhbed,NOUN,conj,0,1,0,1,1,spāhbedān,NOUN,nmod,0,2,5,2,0,0,0,0,0.0,False,False,1,0,0
abārīg,PRON,nmod,0,0,1,1,1,mar,NOUN,nmod,1,1,2,1,1,0,0,0,0.0,False,False,1,0,0
stārag,NOUN,xcomp,0,0,0,1,1,awiyābānīg,ADJ,amod,0,1,1,1,0,0,0,0,0.0,False,False,0,1,0
wuzurgīh,NOUN,ccomp,0,0,0,1,1,nazdistēn,ADJ,amod,0,1,2,4,1,0,0,1,0.0,False,False,0,1,0
homānāgīh,NOUN,obl,0,0,0,1,1,sāl,NOUN,nmod,0,1,2,2,1,0,0,0,0.4,False,False,1,0,0
kust,NOUN,obl,0,1,0,1,1,abāxtarān,NOUN,amod,0,1,4,3,1,0,0,1,0.6,False,False,0,1,0
kust,NOUN,obl,0,0,0,1,1,ānōh,ADV,appos,1,1,4,3,1,0,0,0,0.6,False,False,0,1,0
winnārdārīh,NOUN,obl,0,1,0,1,1,kišwarān,NOUN,nmod,0,1,2,3,0,0,0,0,1.0,False,False,2,0,0
winnārdārīh,NOUN,obl,0,0,0,1,1,gumēzišn,NOUN,nmod,2,1,2,3,1,0,0,0,1.0,False,True,2,0,0
sipihr,NOUN,obj,0,1,0,1,1,axtarān,NOUN,nmod,1,1,2,1,2,0,0,1,0.5,False,False,1,0,0
starān,NOUN,obj,1,0,0,1,0,agumēzišnī,NOUN,nmod,0,1,2,1,1,0,0,1,0.5,False,True,1,0,0
spāhbed,NOUN,obl,0,1,0,1,1,awēšān,PRON,nmod,0,2,1,2,0,0,0,0,1.0,False,False,1,0,0
mādayān,NOUN,xcomp,0,0,0,1,1,razm,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,1,0,0
paydāgīh,NOUN,advcl,0,0,0,1,1,abēzagīh,NOUN,nmod,0,1,2,2,0,0,0,0,0.0,False,False,1,0,0
star,NOUN,nsubj,0,0,0,1,1,agumēzagīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.5,False,False,1,0,0
spihr,NOUN,obj,0,0,0,1,1,azabar,ADV,amod,0,1,2,1,1,0,0,1,0.3333333333333333,False,False,0,1,0
tis,NOUN,obl,0,0,0,1,1,=iš,PRON,nmod,0,2,2,3,0,0,0,0,1.0,False,False,1,1,0
tis,NOUN,obl,0,1,0,1,1,abēzagān,ADJ,amod,0,1,2,3,1,0,0,1,1.0,False,False,1,1,0
māh,NOUN,obj,0,0,0,1,1,gōspandtōhmag,ADJ,amod,0,1,1,1,0,0,0,0,1.0,False,False,0,1,0
xwaršēd,NOUN,obj,0,0,0,1,1,arwandasp,ADJ,amod,0,1,2,1,1,0,0,1,1.0,False,False,0,1,0
sālārīh,NOUN,obl,0,1,0,1,1,axtarān,NOUN,nmod,1,1,3,2,3,0,0,1,0.6,False,False,1,0,0
axtarān,NOUN,nmod,1,0,0,1,1,gumēzišnīg,ADJ,amod,0,1,2,3,1,0,0,1,0.0,False,False,0,1,0
hamāg,PRON,nsubj,0,1,0,1,1,=šān,PRON,nmod,0,2,1,1,0,0,0,0,0.8,False,False,1,0,0
gāh,NOUN,obj,0,1,0,1,1,amahraspandān,PROPN,nmod,0,1,5,2,1,0,1,1,0.6666666666666666,False,False,1,0,0
rōšnīh,NOUN,obl,0,0,0,1,1,asar,ADJ,amod,0,2,3,3,0,0,0,0,1.0,False,False,0,1,0
rōšnīh,NOUN,obl,0,0,0,1,1,gāh,NOUN,appos,0,1,3,3,1,0,0,0,1.0,False,False,0,1,0
gāh,NOUN,appos,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
dahišn,NOUN,obl,0,0,0,1,0,gētī,NOUN,nmod,0,1,1,4,0,0,0,0,1.0,True,False,1,0,0
dam,NOUN,obl,0,0,0,1,1,spihr,NOUN,nmod,0,1,2,2,1,0,0,1,0.16666666666666666,False,False,1,0,0
ātaxš,NOUN,conj,0,0,0,1,1,wāzišt,PROPN,nmod,0,1,2,2,1,0,1,1,0.0,False,False,1,0,0
mēnōy,NOUN,obl,0,0,0,0,1,meh,ADJ,amod,0,2,1,3,0,1,0,0,0.6666666666666666,False,False,0,1,0
āb,NOUN,obj,0,0,0,1,1,tuxšīdār,ADJ,amod,0,2,1,2,0,1,0,0,0.8333333333333334,False,True,0,1,0
band,NOUN,obj,0,1,0,1,1,awēšān,PRON,nmod,1,1,2,2,1,0,0,1,0.6666666666666666,False,False,1,0,0
tištar,PROPN,orphan,0,0,0,1,1,spāhbed,NOUN,appos,1,1,2,1,2,0,0,1,0.0,False,False,0,0,0
spāhbed,NOUN,appos,0,0,0,1,1,xwarāsān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
hamkār,NOUN,orphan,0,0,0,1,1,ātaxš,NOUN,nmod,2,1,3,2,3,0,0,0,0.0,True,False,1,0,0
ātaxš,NOUN,nmod,0,0,0,1,1,wāzišt,PROPN,nmod,0,1,2,3,1,0,1,1,0.0,False,False,1,0,0
sang,NOUN,obl,0,0,0,1,0,kadagmasā,ADJ,amod,1,1,2,2,1,0,0,1,0.3333333333333333,False,False,0,1,1
čaxrag,NOUN,obl,0,0,0,1,1,ōbadišn,NOUN,nmod,0,1,1,1,0,0,0,0,0.6666666666666666,False,True,1,0,0
sar,NOUN,obl,0,0,0,1,0,gāw,NOUN,nmod,0,1,2,1,2,0,0,1,1.0,False,False,1,0,0
gāw,NOUN,nmod,0,0,0,0,1,kadagīg,ADJ,amod,0,1,1,2,0,0,0,0,0.0,False,False,0,1,0
asprēs,NOUN,obl,0,0,0,1,1,hāsr,NOUN,nmod,2,1,2,2,1,0,0,0,0.5,False,False,1,0,1
hāsr,NOUN,nsubj,0,0,0,1,1,padzamīg,ADJ,amod,1,1,2,3,1,0,0,1,0.75,False,False,0,1,1
frasang,NOUN,obl,0,0,0,1,1,paymānīg,ADJ,amod,1,1,1,2,0,0,0,0,1.0,False,False,0,1,1
madan,NOUN,obl,0,0,0,1,1,ēbgat,NOUN,nmod,0,1,1,2,0,0,0,0,0.5,True,False,1,0,0
madan,NOUN,obl,0,0,0,1,1,ēbgat,NOUN,nmod,0,1,2,2,0,0,0,0,0.3333333333333333,True,False,1,0,0
rawišn,NOUN,nsubj,0,0,0,1,1,xwaršēd,NOUN,nmod,0,1,2,1,1,0,0,1,0.3333333333333333,True,False,1,0,0
mard,NOUN,nsubj,0,0,0,1,1,mehtar,ADJ,amod,0,2,2,2,1,1,0,1,0.6666666666666666,False,False,0,1,0
kamān,NOUN,obl,0,0,0,1,1,mehtar,ADJ,amod,0,2,2,3,1,1,0,1,1.0,False,False,0,1,0
tīr,NOUN,obl,0,0,0,1,1,mayānag,ADJ,amod,0,1,3,1,1,0,0,1,0.5,False,False,0,1,0
mard,NOUN,nsubj,0,0,0,1,1,mayānag,ADJ,amod,0,2,2,2,1,1,0,1,0.75,False,False,0,1,0
kamān,NOUN,obl,0,0,0,1,1,mayānag,ADJ,amod,0,2,2,3,1,1,0,1,1.0,False,False,0,1,0
mard,NOUN,nsubj,0,0,0,1,1,keh,ADJ,amod,0,2,2,2,1,1,0,1,0.6666666666666666,False,False,0,1,0
kamān,NOUN,obl,0,0,0,1,1,keh,ADJ,amod,0,2,2,3,1,1,0,1,1.0,False,False,0,1,0
dahišnīh,NOUN,nmod,0,0,0,1,1,dām,NOUN,nmod,0,1,2,3,0,0,0,0,0.0,True,False,1,0,0
nām,NOUN,obj,0,0,0,1,1,amahraspand,PROPN,nmod,1,1,3,1,1,0,1,0,0.6666666666666666,False,False,1,0,0
day,PROPN,conj,0,0,0,0,1,dādār,NOUN,appos,1,1,3,5,0,0,0,0,0.0,False,True,0,0,0
day,PROPN,conj,0,0,0,0,1,dādār,NOUN,appos,1,1,3,5,0,0,0,0,0.0,False,True,0,0,0
nām,NOUN,obj,0,0,0,1,1,xwēš,PRON,amod,0,1,2,1,1,0,0,1,0.5,False,False,0,1,0
zamān,NOUN,obj,0,0,0,1,0,dērandxwadāy,ADJ,amod,0,1,2,1,1,0,0,1,0.5714285714285714,False,False,0,1,0
kirb,NOUN,obl,0,0,0,1,1,mard,NOUN,nmod,0,2,6,7,1,0,0,0,0.7142857142857143,False,False,1,5,0
kirb,NOUN,obl,0,0,0,1,1,pānzdahsālag,ADJ,amod,0,1,6,7,1,0,0,1,0.7142857142857143,False,False,1,5,0
kirb,NOUN,obl,0,0,0,1,1,rōšn,ADJ,amod,1,1,6,7,0,0,0,0,0.7142857142857143,False,False,1,5,0
kirb,NOUN,obl,0,0,0,1,1,spēddōysr,ADJ,amod,2,1,6,7,1,0,0,1,0.7142857142857143,False,False,1,5,0
kirb,NOUN,obl,0,0,0,1,1,buland,ADJ,amod,3,1,6,7,1,0,0,1,0.7142857142857143,False,False,1,5,0
kirb,NOUN,obl,0,0,0,1,1,amāwand,ADJ,amod,4,1,6,7,0,0,0,0,0.7142857142857143,False,False,1,5,0
amāwandīh,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,0.8571428571428571,False,False,1,0,0
paymōzan,NOUN,obj,0,0,0,1,1,spēd,ADJ,amod,0,1,2,1,1,0,0,1,0.2857142857142857,False,False,0,1,0
brāh,NOUN,obj,0,0,0,1,1,āsrōnīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.42857142857142855,False,False,1,0,0
xwēškārīh,NOUN,nsubj,0,0,0,1,1,ohrmazd,PROPN,nmod,1,2,1,2,0,0,1,0,1.0,False,False,1,0,0
brahmag,NOUN,obj,0,1,0,1,1,dānāgān,NOUN,nmod,0,1,2,1,1,0,0,1,0.6666666666666666,False,False,1,0,0
wāy,PROPN,nsubj,0,0,0,0,1,weh,ADJ,amod,0,1,2,1,1,0,0,1,0.25,False,False,0,1,0
ǰāmag,NOUN,obj,0,0,0,1,1,zarrēn,ADJ,amod,0,1,3,1,4,0,0,0,0.5,False,False,0,1,0
brahmag,NOUN,advcl,0,0,0,1,1,artēštārīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,1,0,0
zadan,NOUN,obl,0,0,0,1,1,petyārag,NOUN,nmod,0,2,3,3,0,0,0,0,1.0,True,False,1,0,0
pānagīh,NOUN,compound:lvc,0,0,0,1,1,dām,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
petyārag,NOUN,obj,0,0,0,1,1,dām,NOUN,nmod,0,2,3,2,3,1,0,1,0.2222222222222222,False,False,1,0,0
dām,NOUN,nsubj,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,2,1,1,0,1,1,0.8888888888888888,False,False,1,0,0
ān,PRON,nsubj,0,0,0,1,0,gannāgmēnōy,PROPN,nmod,0,1,2,1,1,0,1,1,1.0,False,False,1,0,0
paymōzan,NOUN,obj,0,0,0,1,1,xašēn,ADJ,amod,0,1,2,1,1,0,0,1,0.4,False,False,0,1,0
brahmag,NOUN,obj,0,0,0,1,1,wāstaryōšīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.6,False,False,1,0,0
nēkbaxtārīh,NOUN,nsubj,0,0,0,1,1,gēhān,NOUN,nmod,0,1,1,1,0,0,0,0,0.8,False,False,1,0,0
xwēškārīh,NOUN,advcl,0,0,0,1,1,=š,PRON,nmod,2,2,4,5,0,0,0,0,0.0,False,False,1,0,0
dām,NOUN,obj,0,0,0,1,1,xwēš,PRON,amod,0,1,2,1,1,0,0,1,1.0,False,False,0,1,0
dahišn,NOUN,nsubj,0,0,0,1,0,mēnōy,ADJ,amod,1,1,3,2,2,0,0,1,0.5,True,False,0,1,0
amahraspand,PROPN,conj,0,0,0,1,1,wahman,PROPN,appos,0,1,2,3,5,1,1,0,0.0,False,False,0,0,0
spihr,NOUN,conj,0,1,0,1,1,axtarān,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,1,0,0
star,NOUN,conj,0,0,0,1,1,agumēzišnīh,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,True,1,0,0
gāh,NOUN,conj,0,1,0,1,1,amahraspandān,PROPN,nmod,0,1,1,2,0,0,1,0,0.0,False,False,1,0,0
rōšnīh,NOUN,conj,0,0,0,1,1,asar,ADJ,amod,0,2,2,3,0,0,0,0,0.0,False,False,0,1,0
gāh,NOUN,conj,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,1,2,0,0,1,0,0.0,False,False,1,0,0
dām,NOUN,nsubj,0,0,0,1,0,gētī,NOUN,nmod,0,1,2,1,1,0,0,1,0.5,False,False,1,0,0
rōšn,NOUN,acl:relcl,0,0,0,1,1,asar,ADJ,amod,0,2,3,5,0,0,0,0,0.0,False,False,0,1,0
rōšn,NOUN,acl:relcl,0,0,0,1,1,gāh,NOUN,appos,0,1,3,5,1,0,0,0,0.0,False,False,0,1,0
gāh,NOUN,appos,0,0,0,1,1,ohrmazd,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
ǰāmag,NOUN,obj,0,0,0,1,1,xānag,NOUN,nmod,1,1,2,2,2,0,0,1,1.0,False,False,1,0,0
paristag,NOUN,obj,0,0,0,1,1,mardōm,NOUN,nmod,0,1,2,1,1,0,0,1,0.5,True,False,1,0,0
hamēmāl,NOUN,obj,0,0,0,1,1,xwēš,PRON,amod,0,2,2,2,1,1,0,1,0.75,False,False,0,1,0
framān,NOUN,nsubj,0,0,0,1,1,nōg,ADJ,amod,0,2,1,1,0,0,0,0,1.0,False,False,0,1,0
čiyōnīh,NOUN,obj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
hamkār,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,1.0,True,False,1,0,0
mēnōy,NOUN,acl:relcl,0,0,0,0,1,harwispdahišn,ADJ,amod,0,1,1,3,0,0,0,0,0.0,False,False,0,1,0
bōy,NOUN,obl,0,0,0,0,1,tan,NOUN,nmod,1,1,2,2,1,0,0,0,1.0,False,False,1,0,0
ohrmazd,PROPN,acl:relcl,0,0,0,1,0,xwadāy,NOUN,appos,0,1,2,3,0,0,0,0,0.0,False,False,0,0,0
dahišn,NOUN,obl,0,1,0,1,1,gētīyān,NOUN,nmod,0,2,2,1,1,0,0,0,0.5,True,False,1,0,0
sardagān,NOUN,obj,1,0,0,1,1,gōspand,NOUN,nmod,0,2,1,1,0,0,0,0,0.75,False,False,1,0,0
spihr,NOUN,conj,0,0,0,1,0,xwadāy,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,1,0,0
zurwan,NOUN,conj,0,0,0,1,1,akanārag,ADJ,amod,0,1,3,3,1,0,0,1,0.0,False,False,0,1,0
zurwan,NOUN,conj,0,0,0,1,1,zurwan,NOUN,appos,1,1,3,3,1,0,0,0,0.0,False,False,0,1,0
zurwan,NOUN,appos,0,0,0,1,0,dērandxwadāy,ADJ,amod,0,1,2,1,1,0,0,1,0.0,False,False,0,1,0
tōhmag,NOUN,obj,0,1,0,1,1,gōspandān,NOUN,nmod,0,1,2,1,1,0,0,1,0.6666666666666666,False,False,1,0,0
ayārīh,NOUN,obl,0,0,0,1,1,rām,PROPN,nmod,0,1,3,2,1,0,1,0,0.8888888888888888,False,False,1,0,0
rām,PROPN,nmod,0,0,0,1,1,weh,ADJ,amod,0,1,2,1,1,0,0,1,0.0,False,False,0,1,0
dahišn,NOUN,obl,0,0,0,1,0,gētī,NOUN,nmod,0,1,2,2,1,0,0,1,0.5,True,False,1,0,0
dahišn,NOUN,obl,0,0,0,1,0,gētī,NOUN,nmod,0,1,1,2,0,0,0,0,0.5,True,False,1,0,0
sōg,PROPN,conj,0,0,0,1,1,weh,ADJ,amod,0,1,2,1,1,0,0,1,0.0,False,False,0,1,0
ardwīsūr,PROPN,conj,0,0,0,1,1,hōmyazad,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
āfrīn,NOUN,conj,0,1,0,1,1,dahmān,NOUN,nmod,0,2,1,2,0,0,0,0,0.0,False,False,1,0,0
winnārišn,NOUN,nsubj,0,0,0,1,1,=š,PRON,nmod,0,2,1,1,0,0,0,0,1.0,True,False,1,0,0
mān,NOUN,obl,0,0,0,1,1,rōšn,NOUN,nmod,0,2,2,3,0,0,0,0,0.2857142857142857,False,False,1,1,0
mān,NOUN,obl,0,0,0,1,1,zarrēn,ADJ,amod,0,1,2,3,2,0,0,1,0.2857142857142857,False,False,1,1,0
gāh,NOUN,obl,0,1,0,1,1,amahraspandān,PROPN,nmod,0,1,2,2,1,0,1,1,0.42857142857142855,False,False,1,0,0
dahišn,NOUN,obl,0,0,0,1,0,gētī,NOUN,nmod,0,1,2,2,1,0,0,1,0.5,True,False,1,0,0
mēnōy,NOUN,nsubj,0,0,0,0,0,ašōnī,ADJ,amod,0,2,3,2,0,0,0,0,1.0,False,False,0,1,0
mēnōy,NOUN,nsubj,0,0,0,0,1,yōǰdahrgar,NOUN,appos,0,1,3,2,1,0,0,0,1.0,False,False,0,1,0
yōǰdahrgar,NOUN,appos,0,0,0,1,1,zamīg,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,1,0,0
tōhmag,NOUN,advcl,0,1,0,1,1,ābān,NOUN,nmod,0,2,4,3,0,0,0,0,0.0,False,False,1,0,0
xwarrah,NOUN,obl,0,0,0,1,1,mān,NOUN,nmod,0,1,2,2,1,0,0,1,0.5,False,False,1,0,0
xwarrah,NOUN,ccomp,0,0,0,1,1,ardāyīh,NOUN,nmod,1,1,3,1,1,0,0,0,0.0,False,False,1,0,0
ardāyīh,NOUN,nmod,0,0,0,1,1,wahištīg,ADJ,amod,0,2,2,1,1,0,0,1,0.0,False,False,0,1,0
pid,NOUN,advcl,0,1,0,1,1,ābān,NOUN,nmod,2,1,2,2,1,0,0,1,0.0,False,False,1,0,0
dahišn,NOUN,obl,0,0,0,1,1,gētīyān,ADJ,amod,0,1,2,1,1,0,0,1,0.5,True,False,0,1,0
ayārīh,NOUN,obl,0,0,0,1,1,frawardīn,PROPN,nmod,0,1,4,2,2,0,1,0,0.5384615384615384,False,False,1,0,0
frawahr,NOUN,acl:relcl,0,1,0,1,1,ahlawān,NOUN,nmod,0,1,2,2,1,0,0,1,0.0,False,False,1,0,0
abzār,NOUN,obl,0,0,0,1,1,abr,NOUN,nmod,0,2,1,2,0,0,0,0,0.9230769230769231,True,False,1,0,0
dahišn,NOUN,obl,0,0,0,1,0,gētī,NOUN,nmod,0,1,2,2,1,0,0,1,0.5,True,False,1,0,0
ayārīh,NOUN,obl,0,0,0,1,1,hamkārīh,NOUN,nmod,0,1,1,2,0,0,0,0,0.4,False,False,1,0,0
rašn,PROPN,obj,0,0,0,1,1,xwarrah,NOUN,appos,5,1,5,3,3,0,0,0,0.6,False,False,0,0,0
ruwān,NOUN,obj,0,1,0,1,1,mardōmān,NOUN,nmod,0,1,1,1,0,0,0,0,0.8,False,False,1,0,0
mēnōy,NOUN,nsubj,0,0,0,0,1,dām,NOUN,nmod,0,1,2,2,1,0,0,1,0.25,False,False,1,0,0
hamkārīh,NOUN,obl,0,1,0,1,1,awēšān,PRON,nmod,0,2,1,2,0,0,0,0,0.5,False,False,1,0,0
spihr,NOUN,obl,0,1,0,1,1,axtarān,NOUN,nmod,0,1,2,2,2,0,0,1,1.0,False,False,1,0,0
rōz,NOUN,obj,0,1,0,1,1,mayānagān,NOUN,nmod,2,1,2,2,1,0,0,0,0.6666666666666666,False,False,1,0,0
gāh,NOUN,nmod,0,0,0,1,1,hāwan,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
mēnōy,NOUN,conj,0,0,0,0,1,gāh,NOUN,nmod,1,2,3,2,1,0,0,0,0.0,False,False,1,0,0
gāh,NOUN,nmod,0,0,0,1,1,rapihwin,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
mēnōy,NOUN,conj,0,0,0,0,1,gāh,NOUN,nmod,1,2,3,3,1,0,0,0,0.0,False,False,1,0,0
gāh,NOUN,nmod,0,0,0,1,1,uzayrin,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
mēnōy,NOUN,conj,0,0,0,0,1,gāh,NOUN,nmod,1,2,3,2,1,0,0,0,0.0,False,False,1,0,0
mēnōy,NOUN,conj,0,0,0,0,1,aybisrūsrim,PROPN,nmod,0,2,1,2,0,0,1,0,0.0,False,False,1,0,0
gāh,NOUN,nmod,0,0,0,1,1,ušahin,PROPN,nmod,0,1,2,1,1,0,1,1,0.0,False,False,1,0,0
mēnōy,NOUN,nsubj,0,0,0,0,1,gāh,NOUN,nmod,1,2,3,1,1,0,0,0,0.8,False,False,1,0,0
mēnōy,NOUN,obj,0,0,0,0,1,yazišn,NOUN,nmod,0,1,2,1,1,0,0,1,0.6666666666666666,False,True,1,0,0
kunišn,NOUN,obl,0,0,0,1,1,yazišn,NOUN,nmod,0,2,1,2,0,0,0,0,0.8333333333333334,True,True,1,0,0
hamāg,PRON,obj,0,0,0,1,1,dām,NOUN,nmod,0,2,1,1,0,0,0,0,1.0,False,False,1,0,0
bōy,NOUN,obl,0,0,0,0,1,frawahr,NOUN,nmod,0,1,3,2,1,0,0,0,0.06666666666666667,False,False,1,0,0
frawahr,NOUN,nmod,0,1,0,1,1,mardōmān,NOUN,nmod,0,1,2,1,1,0,0,1,0.0,False,False,1,0,0
xrad,NOUN,obj,0,0,0,1,1,harwispāgāhīh,NOUN,nmod,0,1,2,1,1,0,0,1,0.13333333333333333,False,False,1,0,0
hamēyīgpānagīh,NOUN,obj,0,0,0,1,1,ēbgat,NOUN,nmod,0,1,1,1,0,0,0,0,1.0,False,False,1,0,0
